No.,bo text,zh text
175,"གལ་ཏེ་དེ་ལ་སྡུག་བསྔལ་བས།།<br>བདག་ལ་མི་གནོད་ཕྱིར་མི་བསྲུང་<sup class=\footnote-marker\"">*</sup><i class=\""footnote\"">མི་བསྲུང་] N,Q མི་སྲུང་ ༈ Sanskrit तद्दुःखेन supports བསྲུང་ <span class=\""text-quotation-style\"">रक्ष्यते</span>. All commentaries <span class=\""text-quotation-style\"">KP, GDR, KS, TS</span> consistently use བསྲུང་.</i>།།<br>མ་འོངས་པ་ཡི་སྡུག་བསྔལ་ཡང་།།<br>གནོད་མི་བྱེད་ན་དེ་ཅིས་བསྲུང་<sup class=\""footnote-marker\"">*</sup><i class=\""footnote\"">ཅིས་བསྲུང་] C,N,Q ཅིས་སྲུང་/བསྲུང་; F,G ཅི་བསྲུང་ ༈ Reading ཅིས་བསྲུང་ supported by Sanskrit केन रक्ष्यते and commentary GDR's ཅིས་བསྲུང་. The instrumental case in both Sanskrit and Tibetan indicates ཅིས་ is preferable.</i>།།",若云他身所受苦 <br> 不能損我故無關 <br> 未來自身所受苦 <br> 今亦無損何須護
176,"བདག་གིས་<sup class=\footnote-marker\"">*</sup><i class=\""footnote\"">གིས་] N,Q གི་ | The reading གིས་ is confirmed by the Sanskrit instrumental form <span class=\""text-quotation-style\"">अहम् एव</span> and supported by all commentaries <span class=\""text-quotation-style\"">KP,GDR,KS,TS</span> which consistently interpret this as an agentive case.</i>དེ་ནི་མྱོང་སྙམ་པའི།།<br>རྣམ་པར་རྟོག་དེ་ལོག་པ་སྟེ།།<br>འདི་ལྟར་ཤི་བའང་གཞན་ཉིད་ལ།།<br>སྐྱེ་བ་ཡང་ནི་གཞན་ཉིད་ཡིན།།",若謂我當受彼苦 <br> 是為顛倒邪分別 <br> 今時死者是餘身 <br> 後時生是他身故
177,"གང་ཚེ་གང་གི་སྡུག་བསྔལ་གང་།།<br>དེ་ནི་དེ་ཉིད་ཀྱིས་བསྲུངས་<sup class=\footnote-marker\"">*</sup><i class=\""footnote\"">བསྲུངས་] C,N,Q བསྲུང་ ། Sanskrit रक्ष्यं and all commentaries <span class=\""text-quotation-style\"">KP,GDR,KS,TS</span> support the completed form བསྲུངས་</i>ན།།<br>རྐང་<sup class=\""footnote-marker\"">*</sup><i class=\""footnote\"">རྐང་] I རྐྱང་ ། Sanskrit पाद and commentaries uniformly attest རྐང་</i>པའི་སྡུག་བསྔལ་ལག་པས་མིན།།<br>ཅི་ཕྱིར་དེས་<sup class=\""footnote-marker\"">*</sup><i class=\""footnote\"">དེས་] C དེ་ ། Sanskrit तेन and commentaries support instrumental དེས་</i>ནི་དེ་<sup class=\""footnote-marker\"">*</sup><i class=\""footnote\"">དེ་] C དེས་ ། Sanskrit तत् and commentaries support accusative དེ་</i>བསྲུང་བྱ།།",若時彼人於彼苦 <br> 唯彼自身當防護 <br> 足之所作何關手 <br> 何故於彼亦防護
178,"གལ་ཏེ་རིགས་<sup class=\footnote-marker\"">*</sup><i class=\""footnote\"">རིགས་] D རིག</i>པ་མིན་ཡང་འདིར།།<br>བདག་ཏུ་འཛིན་པས་འཇུག་ཅེ་ན།།<br>བདག་གཞན་མི་རིགས་གང་ཡིན་དེ<sup class=\""footnote-marker\"">*</sup><i class=\""footnote\"">དེ་] C ཏེ</i>།།<br>ཅི་ནུས་པར་ནི་སྤང་<sup class=\""footnote-marker\"">*</sup><i class=\""footnote\"">སྤང་] N,Q སྤངས་</i>བྱ་ཉིད།།",若云此雖不應理 <br> 由執為我故能爾 <br> 何故不執我為他 <br> 此即應力求斷者
179,"རྒྱུད་དང་ཚོགས་ཞེས་<sup class=\footnote-marker\"">*</sup><i class=\""footnote\"">ཞེས་] «C» ཅེས་ | Sanskrit संतानः confirms ཞེས་ as the better reading, supported by KP's gloss དེ་དག་རྒྱུད་གཅིག་ཞེས་བྱ་བ།</i>བྱ་བ་ནི།།<br>ཕྲེང་བ་དམག་ལ་སོགས་བཞིན་རྫུན<sup class=\""footnote-marker\"">*</sup><i class=\""footnote\"">རྫུན་] «C,F,G,I» བརྫུན་ | Sanskrit मृषा supports རྫུན་. All commentaries <span class=\""text-quotation-style\"">KP, GDR, KS, TS</span> use རྫུན་ in their explanations.</i>།།<br>སྡུག་བསྔལ་ཅན་གང་དེ་མེད་པ།།<br>དེས་འདི་སུ་ཞིག་དབང་<sup class=\""footnote-marker\"">*</sup><i class=\""footnote\"">དབང་] «C,N,Q» སྤང་ | Sanskrit स्वं and commentaries <span class=\""text-quotation-style\"">GDR, KS, TS</span> support དབང་, referring to ownership/control rather than abandonment. KP's gloss དབང་དུ་བྱེད་པར་confirms this reading.</i>བར་འགྱུར།།",謂是相續及聚積 <br> 如鬘軍等唯虛妄 <br> 有苦者誰畢竟無 <br> 此中誰為主宰者
180,"སྡུག་བསྔལ་བདག་པོ་མེད་པར་ནི།།<br>ཐམས་ཅད་བྱེ་བྲག་མེད་པ་ཉིད།།<br>སྡུག་བསྔལ་ཡིན་ཕྱིར་དེ་བསལ་བྱ།།<br>ངེས་པས་འདིར་<sup class=\footnote-marker\"">*</sup><i class=\""footnote\"">ངེས་པས་འདིར་] C,N,Q ངེས་པས་དེར་ | The reading འདིར་ is supported by the Sanskrit नियमस्तत्र and the commentaries: KP explicitly glosses འདིར་ནི་<span class=\""text-quotation-style\"">འདིར་ནི་ཅི་ཞིག་བྱ་སྟེ</span>, while GDR, KS and TS all use འདིར་in their explanations. The reading དེར་appears to be a scribal error.</i>ནི་ཅི་ཞིག་བྱ།།",若無主宰受苦者 <br> 一切有情無差別 <br>是苦受故應為除 <br> 此中何須定分別
181,"ཅི་ཕྱིར་ཀུན་གྱི་སྡུག་བསྔལ་ནི།།<br>བཟློག་པར་བྱ་ཞེས་བརྩད་<sup class=\footnote-marker\"">*</sup><i class=\""footnote\"">བརྩད་] F,G བཅད་ | Reading བརྩད་ supported by Sanskrit विवाद and commentary KP's རྩོད་ན་དེ་ལྟར་བརྩད་དུ་མེད་དེ།</i>དུ་མེད།།<br>གལ་ཏེ་བཟློག་ནའང་<sup class=\""footnote-marker\"">*</sup><i class=\""footnote\"">ནའང་] N,Q ན་ | Reading ནའང་ preferred as it better corresponds to Sanskrit चेत् and commentary KP's usage of ནའང་</i>ཐམས་ཅད་བཟློག།<br>དེ་མིན་བདག་ཀྱང་སེམས་ཅན་བཞིན།།",不須爭論問何故 <br> 眾生之苦皆應滅 <br> 若應除苦皆應除 <br> 不除我亦如有情
182,"སྙིང་རྗེ་སྡུག་བསྔལ་མང་གྱུར་པས<sup class=\footnote-marker\"">*</sup><i class=\""footnote\"">མང་གྱུར་པས་] «N,Q» འགྱུར་བས་«C» གྱུར་པ། Sanskrit कृपया बहु दुःखं supports གྱུར་པས་. Also supported by KP's མང་པོ་མྱོང་བར་གྱུར་པས་ and TS's མང་བར་འགྱུར་བས་.</i>།།<br>ཅི་ཕྱིར་ནན་གྱིས་བསྐྱེད་<sup class=\""footnote-marker\"">*</sup><i class=\""footnote\"">བསྐྱེད་] «C» བསྐྱེད་. Reading བསྐྱེད་ confirmed by Sanskrit उत्पद्यते and supported by KP's བསྐྱེད་ and GDR's བསྐྱེད་.</i>ཅེ་ན།།<br>འགྲོ་བའི་སྡུག་བསྔལ་བསམ་<sup class=\""footnote-marker\"">*</sup><i class=\""footnote\"">བསམ་] «N,Q» བསམས་. Sanskrit निरूप्य supports བསམ་. Also confirmed by KP and KS's བསམ་པར་.</i>བྱས་ན།།<br>ཇི་ལྟར་སྙིང་རྗེ་སྡུག་བསྔལ་མང་།།",或問大悲多生苦 <br> 何故慇勤令生起 <br> 菩薩思維眾生苦 <br> 悲心何嘗令苦生
183,"གལ་ཏེ་སྡུག་བསྔལ་གཅིག་གིས་ནི།།<br>སྡུག་བསྔལ་མང་པོ་<sup class=\footnote-marker\"">*</sup><i class=\""footnote\"">མང་པོ་] N,Q དུ་ | Reading མང་པོ་ is supported by Sanskrit बहूनाम् and all commentaries <span class=\""text-quotation-style\"">KP, GDR, KS, TS consistently use མང་པོ་</span>. Additionally, དུ་ would be grammatically awkward here.</i>མེད་འགྱུར་ན།།<br>བརྩེ་དང་ལྡན་པས་སྡུག་བསྔལ་དེ།།<br>རང་དང་གཞན་ལ་བསྐྱེད་བྱ་ཉིད།།",若以一苦為方便 <br> 即能消滅眾多苦 <br> 諸具悲者於自他 <br> 悉皆應令生彼苦
184,"དེས་ན་<sup class=\footnote-marker\"">*</sup><i class=\""footnote\"">ན་] D ནས།</i>མེ་ཏོག་ཟླ་<sup class=\""footnote-marker\"">*</sup><i class=\""footnote\"">ཟླ་] F,G བཟླ། The reading ཟླ་ is confirmed by Skt. candra and all commentaries <span class=\""text-quotation-style\"">KP, GDR, KS, TS</span> which consistently read ཟླ་མཛེས།</i>མཛེས་ཀྱིས།།<br>རྒྱལ་པོའི་གནོད་པ་ཤེས་ཀྱང་ནི།།<br>བདག་གི་སྡུག་བསྔལ་མ་བསལ་ཏེ<sup class=\""footnote-marker\"">*</sup><i class=\""footnote\"">ཏེ་] F,G དེ། The reading ཏེ་ is supported by the Sanskrit particle न निहतं and KP's gloss མ་བསལ་ཏེ།</i>།།<br>མང་པོའི་སྡུག་བསྔལ་ཟད་འགྱུར་ཕྱིར།།",是故花月嚴菩薩 <br> 雖知受彼國王害 <br> 不求免除自身苦 <br> 為盡眾生多苦故
185,"དེ་ལྟར་རྒྱུད་ནི་གོམས་གྱུར་པ།།<br>གཞན་གྱི་སྡུག་བསྔལ་ཞི་<sup class=\footnote-marker\"">*</sup><i class=\""footnote\"">ཞི་] N,Q ཞིང་ | 'ཞི་' preferred based on Sanskrit 'sama' and commentaries KP, GDR, KS, TS all supporting the reading 'ཞི་བ'</i>དགའ་བས།།<br>པདྨའི་མཚོ་རུ་ངང་པ་ལྟར།།<br>མནར་མེད་པར་<sup class=\""footnote-marker\"">*</sup><i class=\""footnote\"">པ་] C,F,G,N,Q པར་ | 'པར་' adopted following majority of witnesses and supported by Sanskrit locative case 'avīcim' and commentaries consistently using locative 'པར'</i>ཡང་འཇུག་པར་འགྱུར།།",若能如是修相續 <br> 樂求息滅他人苦 <br> 猶如鳧雁見蓬池 <br> 不勞驅遣自趣入
186,"སེམས་ཅན་རྣམས་ནི་རྣམ་པར་<sup class=\footnote-marker\"">*</sup><i class=\""footnote\"">རྣམས་ནི་] C,N,Q; རྣམ་པ་ F,G. The reading རྣམས་ནི་ is supported by the Sanskrit सत्त्वेषु and all commentaries <span class=\""text-quotation-style\"">KP,GDR,KS,TS</span> which consistently use རྣམས་ནི་.</i>གྲོལ་བ་ན།།<br>དགའ་བའི་རྒྱ་མཚོ་གང་ཡིན་པ།།<br>དེ་ཉིད་ཀྱིས་<sup class=\""footnote-marker\"">*</sup><i class=\""footnote\"">ཀྱིས་] C,F,G; ཀྱི་ N,Q. The instrumental ཀྱིས་ is confirmed by Sanskrit instrumental तैः and supported by KP's commentary which uses ཀྱིས་.</i>ནི་ཆོག་<sup class=\""footnote-marker\"">*</sup><i class=\""footnote\"">ཆོག་] C,F,G; མཆོག་ N,Q. The reading ཆོག་ corresponds to Sanskrit पर्याप्तं and is supported by all commentaries which interpret it as 'sufficient' <span class=\""text-quotation-style\"">ཆོག་པ་ཡིན་ in KP</span>.</i>མིན་ནམ།།<br>ཐར་པ་འདོད་པས་ཅི་ཞིག་བྱ།།",度脫一切諸有情 <br> 幾許歡喜廣大海 <br> 於彼若尚未為足 <br> 何為欲求解脫樂
187,"དེ་ལྟས་<sup class=\footnote-marker\"">*</sup><i class=\""footnote\"">དེ་ལྟས་] N,Q དེ་ལྟར་། The reading དེ་ལྟས་ is supported by the Sanskrit अतः and all commentaries <span class=\""text-quotation-style\"">KP,GDR,KS,TS</span>. KP explicitly glosses it as དེ་ལྟ་བས་ན།</i>གཞན་གྱི་དོན་བྱས་ཀྱང་།།<br>རློམ་སེམས་དང་<sup class=\""footnote-marker\"">*</sup><i class=\""footnote\"">དང་] N,Q དེ། The reading དང་ is supported by Sanskrit च and all commentaries. KP and TS explicitly use དང་in their explanations.</i>ནི་ངོ་མཚར་མེད།།<br>གཅིག་ཏུ་གཞན་དོན་ལ་དགའ་བས།།<br>རྣམ་སྨིན་འབྲས་བུའི་<sup class=\""footnote-marker\"">*</sup><i class=\""footnote\"">བུའི་] N,Q བུ། The reading བུའི་ is supported by Sanskrit विपाकफल° as a compound and by all commentaries which consistently use the genitive case འབྲས་བུའི་.</i>རེ་བ་མེད།།",如是雖作利他事 <br> 不以為奇不驕舉 <br>唯是樂為他義利 <br> 異熟果報非所求
